docno,current_document,round_no,query_id,username,group,rankings,_id,position,query
ROUND-05-064_064_0_B-FILLB2,"So, our now annual moth-trapping and counting event at Graves Park in Sheffield proved very successful. The aim is to audit the wildlife of the park and encourage members of the public to get actively involved in nature recording. This event was organized by the Biodiversity Research Group with the Friends of Graves Park and supported by the National Lottery and the Graves Trust.",5,64,FILLB2,064_0_B,"{u'064': {u'position': 5.0, u'score': 0.5292732}}",66bd205e3042c451395c098f,5,moths
ROUND-05-064_064_0_B-FEHVQN,A moth is a part of the moth family.,5,64,FEHVQN,064_0_B,"{u'064': {u'position': 4.0, u'score': 0.6078187}}",66bd205e3042c451395c09bf,4,moths
ROUND-05-064_064_0_B-B1BWZ0,"Moths are a group of insects that includes all members of the order Lepidoptera that are not butterflies. They were previously classified as suborder Heterocera, but the group is paraphyletic with respect to butterflies and neither subordinate taxon is used in modern classifications. Moths make up the vast majority of the order. There are approximately 160,000 species of moth, many of which have yet to be described. ",5,64,B1BWZ0,064_0_B,"{u'064': {u'position': 2.0, u'score': 0.6447221}}",66bd205e3042c451395c09d3,2,moths
ROUND-05-064_064_0_A-3O0NK1,MOTHS ARE OF THE ORDER LEPIDOPTERA AND TYPE OF INSECT. MOTHS ARE NOT BUTTERFLIES IN OPPOSITION TO COMMON BELIEF. TO DISTINGUISH MOTHS FROM BUTTERFLIES YOU CAN SEE THAT BUTTERFLIES HAVE THIN ANTENNAE AND MOTH ANTENNAE ARE USUALLY FEATHERY WITH NO BALL ON THE END.,5,64,3O0NK1,064_0_A,"{u'064': {u'position': 5.0, u'score': 0.59512347}}",66bd205e3042c451395c09d4,5,moths
ROUND-05-064_064_0_A-MSW74H,"Moths are insects belonging to the order Lepidoptera, which includes all species that are not classified as butterflies. Although they were once grouped under the suborder Heterocera, this classification is no longer used because it doesn't accurately reflect their evolutionary relationship with butterflies. Moths constitute the majority of species in the order, with around 160,000 species identified so far, and many more yet to be described. Most moths are nocturnal, but some are crepuscular or diurnal.",5,64,MSW74H,064_0_A,"{u'064': {u'position': 1.0, u'score': 0.6506779}}",66bd205e3042c451395c09dc,1,moths
ROUND-05-064_064_0_A-0S4RPX,"Moths are insects of the order Lepidoptera.Moths are distinct from butterflies, with most moth species being nocturnal, although some moths are active during the day. A well known moth species is the Tomato hornworm moth.",5,64,0S4RPX,064_0_A,"{u'064': {u'position': 3.0, u'score': 0.6237205}}",66bd205e3042c451395c09e5,3,moths
ROUND-05-064_064_0_A-FILLA1,"Moths are a group of insects that includes all members of the order Lepidoptera that are not butterflies. They were previously classified as suborder Heterocera, but the group is paraphyletic with respect to butterflies (suborder Rhopalocera) and neither subordinate taxon is used in modern classifications. Moths make up the vast majority of the order. There are approximately 160,000 species of moth, many of which have yet to be described. Most species of moth are nocturnal, although there are also crepuscular and diurnal species.",5,64,FILLA1,064_0_A,"{u'064': {u'position': 2.0, u'score': 0.6494667}}",66bd205e3042c451395c0a34,2,moths
ROUND-05-064_064_0_A-LIST00,"Moth fossils have been found that may be 190 million years old. Moths are insects belonging to the order Lepidoptera, which includes all species that are not classified as butterflies. Both types of Lepidoptera are thought to have co-evolved with flowering plants, mainly because most modern species, both as adults and larvae, feed on flowering plants. One of the earliest known species that is thought to be an ancestor of moths is Archaeolepis mane. Its fossil fragments show scaled wings that are similar to caddisflies in their veining. There are approximately 160,000 species of moths identified so far, and many more yet to be described.",5,64,LIST00,064_0_A,"{u'064': {u'position': 4.0, u'score': 0.6031136}}",66bd205e3042c451395c0a35,4,moths
ROUND-05-064_064_0_B-FILLB1,"Moths are a group of insects that includes all members of the order Lepidoptera that are not butterflies. They were previously classified as suborder Heterocera, but the group is paraphyletic with respect to butterflies (suborder Rhopalocera) and neither subordinate taxon is used in modern classifications. Moths make up the vast majority of the order. There are approximately 160,000 species of moth, many of which have yet to be described. Most species of moth are nocturnal, although there are also crepuscular and diurnal species.",5,64,FILLB1,064_0_B,"{u'064': {u'position': 1.0, u'score': 0.6494666}}",66bd205e3042c451395c0a36,1,moths
ROUND-05-064_064_0_B-PAIR05,"Moth fossils have been found that may be 190 million years old. Moths are a group of insects in the order Lepidoptera, which also includes butterflies. Both types of Lepidoptera are thought to have co-evolved with flowering plants, mainly because most modern species, both as adults and larvae, feed on flowering plants. One of the earliest known species that is thought to be an ancestor of moths is Archaeolepis mane. Its fossil fragments show scaled wings that are similar to caddisflies in their veining. There are approximately 160,000 species of moths, many of which have yet to be described.",5,64,PAIR05,064_0_B,"{u'064': {u'position': 3.0, u'score': 0.6285523}}",66bd205e3042c451395c0a37,3,moths
ROUND-05-161_161_0_A-FILLA1,"Multifunctional furniture is furniture with several functions combined. The functions combined vary, but a common variant is to incorporate an extra storage function into chairs, tables, and so forth, making them so-called storage furniture. It more efficiently uses up living space. Lack of space can be an important reason for choosing such furniture, but combination furniture is also seen in larger homes for more space-efficient utilization. Historically, furniture with transforming mechanisms was called ""mechanical furniture"".",5,161,FILLA1,161_0_A,"{u'161': {u'position': 5.0, u'score': 0.5625471}}",66bd205e3042c451395c0987,5,furniture for small spaces
ROUND-05-161_161_0_B-FILLB1,"Multifunctional furniture is furniture with several functions combined. The functions combined vary, but a common variant is to incorporate an extra storage function into chairs, tables, and so forth, making them so-called storage furniture. It more efficiently uses up living space. Lack of space can be an important reason for choosing such furniture, but combination furniture is also seen in larger homes for more space-efficient utilization. Historically, furniture with transforming mechanisms was called ""mechanical furniture"".",5,161,FILLB1,161_0_B,"{u'161': {u'position': 5.0, u'score': 0.5625471}}",66bd205e3042c451395c0988,5,furniture for small spaces
ROUND-05-161_161_0_A-5I47JG,"furniture for tiny spaces
",5,161,5I47JG,161_0_A,"{u'161': {u'position': 1.0, u'score': 0.7066747}}",66bd205e3042c451395c09a9,1,furniture for small spaces
ROUND-05-161_161_0_A-5NT5J0,Buy furniture for small spaces. Furniture for tiny spaces is very effective ,5,161,5NT5J0,161_0_A,"{u'161': {u'position': 2.0, u'score': 0.68908113}}",66bd205e3042c451395c09aa,2,furniture for small spaces
ROUND-05-161_161_0_B-FEHVQN,BUY FURNITURE FOR SMALL SPACES RIGHT NOW ON HOME DEPOT.,5,161,FEHVQN,161_0_B,"{u'161': {u'position': 1.0, u'score': 0.6729099}}",66bd205e3042c451395c09ab,1,furniture for small spaces
ROUND-05-161_161_0_B-X3CQB4,"Can condo dwellers still have it all while living small? Yes! insists designer Karin Bohne of Vancouvers Moeski Design Agency. Although space is often sacrificed for urban living, Bohne says a ton of square footage isnt a requirement for a well designed home. A little strategic planning can go a long way in a small space, says the designer. A common mistake people make when decorating a new condo is rushing out to a couple stores to buy things just to fill the space. Dont feel like you have to go out and buy everything at once, explains Bohne. Oftentimes the space will end up looking more like a catalogue than a home. Instead the designer recommends taking your time, doing your research, and selecting pieces that will enhance your home and represent your personal style.",5,161,X3CQB4,161_0_B,"{u'161': {u'position': 4.0, u'score': 0.58338934}}",66bd205e3042c451395c09ac,4,furniture for small spaces
ROUND-05-161_161_0_B-I2V2PA,Furniture for small spaces - discover a collection you'll love. Shop IKEA products for small spaces at great prices and high reviews. Discover incredible space-saving solutions and make your tiny home feel roomy! Don't let limited space limit your lifestyle. Embrace space-saving furniture that maximizes comfort and style. Transform your small space with big innovative designs.,5,161,I2V2PA,161_0_B,"{u'161': {u'position': 2.0, u'score': 0.6502776}}",66bd205e3042c451395c0a03,2,furniture for small spaces
ROUND-05-161_161_0_A-LIST00,"Can condo dwellers still have it all while living small? Yes! insists designer Karin Bohne of Vancouver's Moeski Design Agency. Although space is often sacrificed for urban living, Bohne says a ton of square footage isn't a requirement for a well-designed home. A little strategic planning can go a long way in optimizing small spaces with multifunctional furniture. A common mistake people make when decorating a new condo is rushing out to buy things just to fill the space. Don't feel like you have to buy everything at once, explains Bohne. Instead, take your time, do your research, and select pieces that enhance your home and represent your personal style while maximizing both comfort and functionality in small spaces.",5,161,LIST00,161_0_A,"{u'161': {u'position': 4.0, u'score': 0.62821656}}",66bd205e3042c451395c0a27,4,furniture for small spaces
ROUND-05-161_161_0_B-PAIR05,"Can condo dwellers still have it all while living small? Yes! insists designer Karin Bohne of Vancouver's Moeski Design Agency. Although space is often sacrificed for urban living, Bohne says a ton of square footage isn't a requirement for a well-designed home. A little strategic planning can go a long way in a small space, says the designer. A common mistake people make when decorating a new condo is rushing out to buy things just to fill the space. Don't feel like you have to buy everything at once, explains Bohne. Instead, take your time and select multifunctional furniture that enhances your home and represents your personal style. Embrace versatile pieces that maximize comfort and efficiency in small spaces without sacrificing style.",5,161,PAIR05,161_0_B,"{u'161': {u'position': 3.0, u'score': 0.6195}}",66bd205e3042c451395c0a28,3,furniture for small spaces
ROUND-05-161_161_0_A-MSW74H,"furniture for small spaces is very tiny, little and small",5,161,MSW74H,161_0_A,"{u'161': {u'position': 3.0, u'score': 0.66921335}}",66bd205e3042c451395c0a4f,3,furniture for small spaces
ROUND-05-164_164_0_A-3XNR8C,"A hobby store is a retail establishment that sells materials and equipment related to a specific hobby or set of hobbies. These can include items such as model kits, craft supplies, board games, and more.",5,164,3XNR8C,164_0_A,"{u'164': {u'position': 1.0, u'score': 0.6799415}}",66bd205e3042c451395c09ad,1,hobby stores
ROUND-05-164_164_0_A-4FOIHT,Hobby stores are stores for hobbies,5,164,4FOIHT,164_0_A,"{u'164': {u'position': 5.0, u'score': 0.65624}}",66bd205e3042c451395c09ae,5,hobby stores
ROUND-05-164_164_0_B-8PDCC8,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader. We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated.",5,164,8PDCC8,164_0_B,"{u'164': {u'position': 4.0, u'score': 0.59160334}}",66bd205e3042c451395c09af,4,hobby stores
ROUND-05-164_164_0_B-DVQRVN,"This is a list of hobby shops in the United States which are known to carry model railroad equipment. The list is in sorted order by Zip Code, so that shops which are near each other on the planet will tend to be near each other in the list, even though they may be in different cities. html pointers are included for any shop for which we have an email address or a web site. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two part version is also available on this site in case this one chokes your reader. We try to keep this list up to date, but you should always call or email ahead before you make a trip! Your help in keeping this list up to date is appreciated.",5,164,DVQRVN,164_0_B,"{u'164': {u'position': 3.0, u'score': 0.59160334}}",66bd205e3042c451395c09b0,3,hobby stores
ROUND-05-164_164_0_A-8HAMF4,"A hobby store or hobby shop is a store that specializes in modelling and craft supplies and specialty magazines for model airplanes like military craft, model trains like locomotives, ship models and house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. There are many hobby stores in the world. Some of them are web stores like HobbyTown who offer a wide range of hobby products, such as radio control, models, rockets, games and toys. Another option is MegaHobby where you can find over 50,000 products for model building, painting and more, and get same day shipping, free shipping and more. A subtype of hobby stores are game stores, which sells jigsaw puzzles, card and board games and role playing games. Such stores sometimes may also contain community space for hobbyists to mingle and play games. Hobby stores are rising.",5,164,8HAMF4,164_0_A,"{u'164': {u'position': 2.0, u'score': 0.67551863}}",66bd205e3042c451395c0a04,2,hobby stores
ROUND-05-164_164_0_A-FILLA1,"A hobby shop (or hobby store) sells recreational items for hobbyists. Classical hobby stores specialize in modeling and craft supplies and specialty magazines for model airplanes (military craft, private airplanes, and airliners), model trains (locomotives, rolling stock, track, power packs, and accessories), ship models, house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. Some hobby shops may also sell dolls, figures, and collectible coins and stamps. A subtype of hobby shop is a game store, which sells jigsaw puzzles, card and board games, and role-playing games. Such stores sometimes may also contain community space for hobbyists (gamers) to mingle and play games. In recent years, board and card game hobby shops have often become part-cafes.",5,164,FILLA1,164_0_A,"{u'164': {u'position': 4.0, u'score': 0.65945786}}",66bd205e3042c451395c0a29,4,hobby stores
ROUND-05-164_164_0_A-PAIR05,"A hobby store or hobby shop is a store that specializes in modelling and craft supplies and specialty magazines for model airplanes like military craft, model trains like locomotives, ship models, and house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. There are many hobby stores in the world. Some of them are web stores like HobbyTown which offer a wide range of products such as radio control models, rockets, games, and toys. Another option is MegaHobby where you can find over 50,000 products for model building with same-day shipping. A subtype of hobby stores are game stores that sell jigsaw puzzles, card games, board games, and role-playing games with community space for enthusiasts to mingle.",5,164,PAIR05,164_0_A,"{u'164': {u'position': 3.0, u'score': 0.6744057}}",66bd205e3042c451395c0a2a,3,hobby stores
ROUND-05-164_164_0_B-FILLB1,"A hobby shop (or hobby store) sells recreational items for hobbyists. Classical hobby stores specialize in modeling and craft supplies and specialty magazines for model airplanes (military craft, private airplanes, and airliners), model trains (locomotives, rolling stock, track, power packs, and accessories), ship models, house and building models. Some hobby shops sell R/C cars, pinewood derby kits, boats, and model or remote control planes. Some hobby shops may also sell dolls, figures, and collectible coins and stamps. A subtype of hobby shop is a game store, which sells jigsaw puzzles, card and board games, and role-playing games. Such stores sometimes may also contain community space for hobbyists (gamers) to mingle and play games. In recent years, board and card game hobby shops have often become part-cafes.",5,164,FILLB1,164_0_B,"{u'164': {u'position': 1.0, u'score': 0.65945786}}",66bd205e3042c451395c0a2b,1,hobby stores
ROUND-05-164_164_0_B-FILLB2,"The purported oldest hobby shop in Canada is apparently closing its doors for good.

According to the Maritime Hobbies and Crafts website, the Halifax-based store has “closed permanently” after 78 years of business.

“Maritime Hobbies & Crafts has come to an abrupt end,” the statement on the website reads. “It's the end of a Canadian institution and what was a beautiful story. We've enjoyed the many, many stories we've heard from customers who remember this shop way back when it was in Scotia Square Mall, and some from even before that.

“We'll miss chatting with you and sharing the joy of shared hobby interests.”",5,164,FILLB2,164_0_B,"{u'164': {u'position': 5.0, u'score': 0.5375779}}",66bd205e3042c451395c0a2c,5,hobby stores
ROUND-05-164_164_0_B-LIST00,"This is a list of hobby stores in the United States known to carry model railroad equipment. The list is sorted by Zip Code, so shops near each other geographically will be close in the list, even if they are in different cities. HTML pointers are included for any shop with an email address or website. Additionally, there are pointers at the beginning of the list to each state. This version of the list is in one part; a two-part version is also available on this site if needed. We strive to keep this list up-to-date, but you should always call or email ahead before visiting! Your help in keeping this list current is appreciated.",5,164,LIST00,164_0_B,"{u'164': {u'position': 2.0, u'score': 0.61687595}}",66bd205e3042c451395c0a2d,2,hobby stores
ROUND-05-166_166_0_B-FILLB1,"Computer programming or coding is the composition of sequences of instructions, called programs, that computers can follow to perform tasks. It involves designing and implementing algorithms, step-by-step specifications of procedures, by writing code in one or more programming languages. Programmers typically use high-level programming languages that are more easily intelligible to humans than machine code, which is directly executed by the central processing unit. Proficient programming usually requires expertise in several different subjects, including knowledge of the application domain, details of programming languages and generic code libraries, specialized algorithms, and formal logic.",5,166,FILLB1,166_0_B,"{u'166': {u'position': 1.0, u'score': 0.65277964}}",66bd205e3042c451395c0989,1,computer programming
ROUND-05-166_166_0_B-FILLB2,"Computer programming powers a vast array of the technologies we rely on daily for communication, work, travel, health, and more. The seamless operation of everyday tools and devices—such as smartphones, computers, web and mobile applications, email, and social media platforms—hinges on the code that powers them.

Programming supports critical functions including medical imaging, diagnostics, and telemedicine in healthcare. Likewise, the forms of digital entertainment we know and love, including streaming platforms and video games, exist because of the ingenuity of programming. Beyond these visible applications, algorithms and data analysis optimize transportation. Programming underpins nearly every aspect of modern life, often operating quietly behind the scenes.",5,166,FILLB2,166_0_B,"{u'166': {u'position': 3.0, u'score': 0.5840681}}",66bd205e3042c451395c098a,3,computer programming
ROUND-05-166_166_0_A-3O0NK1,"Computer programming is creating sequences of instructions, called programs, that computers with programs can follow to perform tasks. Computer programming is a job that requires the continued development and maintenance of a software program using different computer programming languages, other known as writing code.",5,166,3O0NK1,166_0_A,"{u'166': {u'position': 4.0, u'score': 0.6320063}}",66bd205e3042c451395c09b1,4,computer programming
ROUND-05-166_166_0_A-0S4RPX,"Computer programming refers to a technological process for directing a computer on which tasks to perform in order to solve problems. Computer programming is kind of a collaboration between humans and computers, where programmers create detailed sequences of instructions, called programs, for a computer to follow using programming languages. These languages, often high-level and more understandable to humans, are translated into machine code, which is directly executed by the central processing unit (CPU). Professional programming involves not just writing code but also designing algorithms - systematic procedures for problem solving. Working as a computer programmer demands a deep understanding of both the problem domain and the programming tools available, along with essential skills like patience, troubleshooting, and error-fixing.",5,166,0S4RPX,166_0_A,"{u'166': {u'position': 2.0, u'score': 0.6387607}}",66bd205e3042c451395c09b2,2,computer programming
ROUND-05-166_166_0_A-MSW74H,"Computer programming is the creation of sequences of instructions, known as programs, which computers can follow to execute tasks. It involves designing and implementing algorithms through step-by-step procedures by writing code in one or more computer programming languages, using high-level computer programming languages. Expertise in computer programming typically involves a deep understanding of multiple areas, including the application domain, programming languages, standard code libraries, specialized algorithms, and formal logic.",5,166,MSW74H,166_0_A,"{u'166': {u'position': 3.0, u'score': 0.63746697}}",66bd205e3042c451395c09b3,3,computer programming
ROUND-05-166_166_0_B-8PDCC8,"Technical Writing: Description: This position often involves creating or editing technical papers or manuals. Requirements: This position often requires that the individual has a basic understanding about the subject being written about and have good writing skills. Programmer or Software developer: Description: A job that requires the development or continued development and maintenance of a software program. Requirements: A basic to extensive understanding of a programming language. Because most job positions require the ability to help develop a program, they require several years of experience or a degree. Security expert: Description: Test and find vulnerabilities in a system, hardware device, or software program. Requirements: This position is for someone who has a strong familiarity with how software, hardware, and networks work and how to exploit them. Often, you need to have a good understanding of how the overall system works as well as good programming skills.",5,166,8PDCC8,166_0_B,"{u'166': {u'position': 5.0, u'score': 0.52501184}}",66bd205e3042c451395c09b4,5,computer programming
ROUND-05-166_166_0_B-SUL8M1,"what is computer programming exactly? well, Computer programming is creating sequences of instructions, called programs, that computers with programs can follow to perform tasks. Computer programming is a job that requires the continued development and maintenance of a software program using different computer programming languages, other known as writing code. Computer programming is the best! Try it out",5,166,SUL8M1,166_0_B,"{u'166': {u'position': 2.0, u'score': 0.6074724}}",66bd205e3042c451395c09b5,2,computer programming
ROUND-05-166_166_0_A-FILLA1,"Computer programming or coding is the composition of sequences of instructions, called programs, that computers can follow to perform tasks. It involves designing and implementing algorithms, step-by-step specifications of procedures, by writing code in one or more programming languages. Programmers typically use high-level programming languages that are more easily intelligible to humans than machine code, which is directly executed by the central processing unit. Proficient programming usually requires expertise in several different subjects, including knowledge of the application domain, details of programming languages and generic code libraries, specialized algorithms, and formal logic.",5,166,FILLA1,166_0_A,"{u'166': {u'position': 1.0, u'score': 0.65277964}}",66bd205e3042c451395c0a2e,1,computer programming
ROUND-05-166_166_0_A-LIST00,"Programmer or Software Developer: Description: A job that requires the development, continued development, and maintenance of a software program. Requirements: A basic to extensive understanding of computer programming languages. Most positions require several years of experience or a degree in computer programming. Security Expert: Description: Test and find vulnerabilities in a system, hardware device, or software program. Requirements: This position is for someone with strong familiarity with how software, hardware, and networks work and how to exploit them. Often requires good programming skills and an understanding of the overall system's workings. Technical Writing: Description: Creating or editing technical papers or manuals related to computer programming topics. Requirements: Basic understanding of computer programming concepts and good writing skills are essential for this role.
",5,166,LIST00,166_0_A,"{u'166': {u'position': 5.0, u'score': 0.5705352}}",66bd205e3042c451395c0a60,5,computer programming
ROUND-05-166_166_0_B-PAIR05,"Technical Writing: Description: This position often involves creating or editing technical papers or manuals. Requirements: This position often requires that the individual has a basic understanding of the subject being written about and good writing skills. Programmer or Software Developer: Description: A job that requires the development, continued development, and maintenance of software programs. Requirements: An extensive understanding of programming languages is essential. Most job positions require several years of experience or a degree to help develop programs effectively. Security Expert: Description: Test and find vulnerabilities in systems, hardware devices, or software programs. Requirements: This role demands strong familiarity with how software, hardware, and networks work and how to exploit them. A comprehensive understanding of overall system operations as well as advanced programming skills is crucial for this position.
",5,166,PAIR05,166_0_B,"{u'166': {u'position': 4.0, u'score': 0.52400714}}",66bd205e3042c451395c0a61,4,computer programming
ROUND-05-170_170_0_A-PAIR05,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, and a platform for the rider's feet. Scooters emphasize comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. The global popularity of motor scooters dates from the post-World War II introductions of Vespa and Lambretta models in Italy. These scooters provided economical personal transportation with engines from 50 to 150 cc. Maxi-scooters, with larger engines from 200 to 850 cc, have been developed for Western markets.",5,170,PAIR05,170_0_A,"{u'170': {u'position': 1.0, u'score': 0.65143746}}",66bd205e3042c451395c098b,1,scooters
ROUND-05-170_170_0_B-LIST00,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, and a platform for the rider's feet. Scooters emphasize comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. The global popularity of motor scooters dates from the post-World War II introductions of Vespa and Lambretta models in Italy. These scooters provided economical personal transportation with engines from 50 to 150 cc. More recently, scooters have evolved to include Maxi-scooters exceeding 250cc for Western markets.",5,170,LIST00,170_0_B,"{u'170': {u'position': 1.0, u'score': 0.6458275}}",66bd205e3042c451395c098c,1,scooters
ROUND-05-170_170_0_A-K625BG,"A scooter (motor scooter) is a motorcycle with a seat, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Recently, Maxi-scooters have gained popularity as well. On this site We have the largest collection of scooter designs in the world! Buy the best scooters here for the cheapest prices! ",5,170,K625BG,170_0_A,"{u'170': {u'position': 2.0, u'score': 0.644712}}",66bd205e3042c451395c09b6,2,scooters
ROUND-05-170_170_0_A-4L7H31,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. ",5,170,4L7H31,170_0_A,"{u'170': {u'position': 4.0, u'score': 0.6361357}}",66bd205e3042c451395c09b7,4,scooters
ROUND-05-170_170_0_B-9UD13S,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. scooter include  sports scooters, electric scooters and motor scooters and can buy a scooter suitable for kids or adults. Motor scooters have been made since at least 1914. More recently, scooters have evolved to include Maxi-scooters.",5,170,9UD13S,170_0_B,"{u'170': {u'position': 3.0, u'score': 0.63830495}}",66bd205e3042c451395c09b8,3,scooters
ROUND-05-170_170_0_B-DVQRVN,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.",5,170,DVQRVN,170_0_B,"{u'170': {u'position': 4.0, u'score': 0.63685733}}",66bd205e3042c451395c09b9,4,scooters
ROUND-05-170_170_0_A-5I47JG,"A scooter is a a child's toy consisting of a footboard mounted on two wheels and a long steering handle, propelled by resting one foot on the footboard and pushing the other against the ground. At Scooters Pro, we offer the best scooters at the best prices. Our most popular scooter is the Mongoose Rise Freestyle Stunt Trick Scooter. This scooter has an alloy deck and steel brake combine with 100 millimeters high impact alloy wheels and durable ABEC-7 bearings.
",5,170,5I47JG,170_0_A,"{u'170': {u'position': 5.0, u'score': 0.6063111}}",66bd205e3042c451395c0a05,5,scooters
ROUND-05-170_170_0_B-FILLB2,"What do you do if you want the go-anywhere capability of an adventure bike, the practicality and ease-of-use of a scooter, and absolutely had to have them both in just one bike? Well, you get an adventure scooter, of course.",5,170,FILLB2,170_0_B,"{u'170': {u'position': 5.0, u'score': 0.55556697}}",66bd205e3042c451395c0a2f,5,scooters
ROUND-05-170_170_0_A-FILLA1,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for their feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.

The global popularity of motor scooters dates from the post-World War II introductions of the Vespa and Lambretta models in Italy. These scooters were intended to provide economical personal transportation (engines from 50 to 150 cc or 3.1 to 9.2 cu in). The original layout is still widely used in this application. Maxi-scooters, with larger engines from 200 to 850 cc (12 to 52 cu in) have been developed for Western markets.",5,170,FILLA1,170_0_A,"{u'170': {u'position': 3.0, u'score': 0.64114255}}",66bd205e3042c451395c0a62,3,scooters
ROUND-05-170_170_0_B-FILLB1,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for their feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.

The global popularity of motor scooters dates from the post-World War II introductions of the Vespa and Lambretta models in Italy. These scooters were intended to provide economical personal transportation (engines from 50 to 150 cc or 3.1 to 9.2 cu in). The original layout is still widely used in this application. Maxi-scooters, with larger engines from 200 to 850 cc (12 to 52 cu in) have been developed for Western markets.",5,170,FILLB1,170_0_B,"{u'170': {u'position': 2.0, u'score': 0.64114255}}",66bd205e3042c451395c0a63,2,scooters
ROUND-05-061_061_0_A-0S4RPX,"Worm is an bilateral animal with elongated, soft body. Some insects have 'worm' in their names, such as silk worm or tequila worm, but they are not real worms like earth worms, flat worms, and round worms, and each of them is important to the ecosystem.",5,61,0S4RPX,061_0_A,"{u'061': {u'position': 2.0, u'score': 0.6332748}}",66bd205e3042c451395c09bc,2,worm
ROUND-05-061_061_0_B-FEHVQN,A worm is an animal which is a part of the worm family.,5,61,FEHVQN,061_0_B,"{u'061': {u'position': 3.0, u'score': 0.6475707}}",66bd205e3042c451395c09bd,3,worm
ROUND-05-061_061_0_B-B1BWZ0,"The word worms has various meanings: biologically, it refers to segmented worms, roundworms, and flatworms , as well as small, soft-bodied invertebrates; medically, it denotes parasitic worms like hookworms and pinworms. in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" and ""worm one's way"". Worms can also refer to gummy worms, a type of candy.",5,61,B1BWZ0,061_0_B,"{u'061': {u'position': 5.0, u'score': 0.60981387}}",66bd205e3042c451395c09be,5,worm
ROUND-05-061_061_0_A-8HAMF4,A worm is an animal related to the worm family.,5,61,8HAMF4,061_0_A,"{u'061': {u'position': 3.0, u'score': 0.6323291}}",66bd205e3042c451395c0a06,3,worm
ROUND-05-061_061_0_A-PHSFCK,"A worm is an animal related to the worm family.
A WORM IS A BILATERAL ANIMAL.
The word worms has various meanings: biologically, it refers to segmented worms, roundworms, and flatworms , as well as small, soft-bodied invertebrates; medically, it denotes parasitic worms like hookworms and pinworms. in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" and ""worm one's way"". Worms can also refer to gummy worms, a type of candy.
",5,61,PHSFCK,061_0_A,"{u'061': {u'position': 4.0, u'score': 0.62957686}}",66bd205e3042c451395c0a07,4,worm
